data,valor
28/10/2015,0.052496
29/10/2015,0.052496
30/10/2015,0.052496
03/11/2015,0.052496
04/11/2015,0.052496
05/11/2015,0.052496
06/11/2015,0.052496
09/11/2015,0.052496
10/11/2015,0.052496
11/11/2015,0.052496
12/11/2015,0.052496
13/11/2015,0.052496
16/11/2015,0.052496
17/11/2015,0.052496
18/11/2015,0.052496
19/11/2015,0.052496
20/11/2015,0.052496
23/11/2015,0.052496
24/11/2015,0.052496
25/11/2015,0.052496
26/11/2015,0.052496
27/11/2015,0.052496
30/11/2015,0.052496
01/12/2015,0.052496
02/12/2015,0.052496
03/12/2015,0.052496
04/12/2015,0.052496
07/12/2015,0.052496
08/12/2015,0.052496
09/12/2015,0.052496
10/12/2015,0.052496
11/12/2015,0.052496
14/12/2015,0.052496
15/12/2015,0.052496
16/12/2015,0.052496
17/12/2015,0.052496
18/12/2015,0.052496
21/12/2015,0.052496
22/12/2015,0.052496
23/12/2015,0.052496
24/12/2015,0.052496
28/12/2015,0.052496
29/12/2015,0.052496
30/12/2015,0.052496
31/12/2015,0.052496
04/01/2016,0.052496
05/01/2016,0.052496
06/01/2016,0.052496
07/01/2016,0.052496
08/01/2016,0.052496
11/01/2016,0.052496
12/01/2016,0.052496
13/01/2016,0.052496
14/01/2016,0.052496
15/01/2016,0.052496
18/01/2016,0.052496
19/01/2016,0.052496
20/01/2016,0.052496
21/01/2016,0.052461
22/01/2016,0.052461
25/01/2016,0.052461
26/01/2016,0.052461
27/01/2016,0.052461
28/01/2016,0.052461
29/01/2016,0.052461
01/02/2016,0.052461
02/02/2016,0.052461
03/02/2016,0.052461
04/02/2016,0.052461
05/02/2016,0.052461
10/02/2016,0.052461
11/02/2016,0.052461
12/02/2016,0.052461
15/02/2016,0.052461
16/02/2016,0.052461
17/02/2016,0.052461
18/02/2016,0.052461
19/02/2016,0.052461
22/02/2016,0.052461
23/02/2016,0.052461
24/02/2016,0.052461
25/02/2016,0.052461
26/02/2016,0.052461
29/02/2016,0.052461
01/03/2016,0.052461
02/03/2016,0.052461
03/03/2016,0.052461
04/03/2016,0.052461
07/03/2016,0.052461
08/03/2016,0.052461
09/03/2016,0.052461
10/03/2016,0.052461
11/03/2016,0.052461
14/03/2016,0.052461
15/03/2016,0.052461
16/03/2016,0.052461
17/03/2016,0.052461
18/03/2016,0.052461
21/03/2016,0.052461
22/03/2016,0.052461
23/03/2016,0.052461
24/03/2016,0.052461
28/03/2016,0.052461
29/03/2016,0.052461
30/03/2016,0.052461
31/03/2016,0.052461
01/04/2016,0.052461
04/04/2016,0.052461
05/04/2016,0.052461
06/04/2016,0.052461
07/04/2016,0.052461
08/04/2016,0.052461
11/04/2016,0.052461
12/04/2016,0.052461
13/04/2016,0.052461
14/04/2016,0.052461
15/04/2016,0.052461
18/04/2016,0.052461
19/04/2016,0.052461
20/04/2016,0.052461
22/04/2016,0.052461
25/04/2016,0.052461
26/04/2016,0.052461
27/04/2016,0.052461
28/04/2016,0.052461
29/04/2016,0.052461
02/05/2016,0.052461
03/05/2016,0.052461
04/05/2016,0.052461
05/05/2016,0.052461
06/05/2016,0.052461
09/05/2016,0.052461
10/05/2016,0.052461
11/05/2016,0.052461
12/05/2016,0.052461
13/05/2016,0.052461
16/05/2016,0.052461
17/05/2016,0.052461
18/05/2016,0.052461
19/05/2016,0.052461
20/05/2016,0.052461
23/05/2016,0.052461
24/05/2016,0.052461
25/05/2016,0.052461
27/05/2016,0.052461
30/05/2016,0.052461
31/05/2016,0.052461
01/06/2016,0.052461
02/06/2016,0.052461
03/06/2016,0.052461
06/06/2016,0.052461
07/06/2016,0.052461
08/06/2016,0.052461
09/06/2016,0.052461
10/06/2016,0.052461
13/06/2016,0.052461
14/06/2016,0.052461
15/06/2016,0.052461
16/06/2016,0.052461
17/06/2016,0.052461
20/06/2016,0.052461
21/06/2016,0.052461
22/06/2016,0.052461
23/06/2016,0.052461
24/06/2016,0.052461
27/06/2016,0.052461
28/06/2016,0.052461
29/06/2016,0.052461
30/06/2016,0.052461
01/07/2016,0.052461
04/07/2016,0.052461
05/07/2016,0.052461
06/07/2016,0.052461
07/07/2016,0.052461
08/07/2016,0.052461
11/07/2016,0.052461
12/07/2016,0.052461
13/07/2016,0.052461
14/07/2016,0.052461
15/07/2016,0.052461
18/07/2016,0.052461
19/07/2016,0.052461
20/07/2016,0.052461
21/07/2016,0.052461
22/07/2016,0.052461
25/07/2016,0.052461
26/07/2016,0.052461
27/07/2016,0.052461
28/07/2016,0.052461
29/07/2016,0.052461
01/08/2016,0.052461
02/08/2016,0.052461
03/08/2016,0.052461
04/08/2016,0.052461
05/08/2016,0.052461
08/08/2016,0.052461
09/08/2016,0.052461
10/08/2016,0.052461
11/08/2016,0.052461
12/08/2016,0.052461
15/08/2016,0.052461
16/08/2016,0.052461
17/08/2016,0.052461
18/08/2016,0.052461
19/08/2016,0.052461
22/08/2016,0.052461
23/08/2016,0.052461
24/08/2016,0.052461
25/08/2016,0.052461
26/08/2016,0.052461
29/08/2016,0.052461
30/08/2016,0.052461
31/08/2016,0.052461
01/09/2016,0.052461
02/09/2016,0.052461
05/09/2016,0.052461
06/09/2016,0.052461
08/09/2016,0.052461
09/09/2016,0.052461
12/09/2016,0.052461
13/09/2016,0.052461
14/09/2016,0.052461
15/09/2016,0.052461
16/09/2016,0.052461
19/09/2016,0.052461
20/09/2016,0.052461
21/09/2016,0.052461
22/09/2016,0.052461
23/09/2016,0.052461
26/09/2016,0.052461
27/09/2016,0.052461
28/09/2016,0.052461
29/09/2016,0.052461
30/09/2016,0.052461
03/10/2016,0.052461
04/10/2016,0.052461
05/10/2016,0.052461
06/10/2016,0.052461
07/10/2016,0.052461
10/10/2016,0.052461
11/10/2016,0.052461
13/10/2016,0.052461
14/10/2016,0.052461
17/10/2016,0.052461
18/10/2016,0.052461
19/10/2016,0.052461
20/10/2016,0.051591
21/10/2016,0.051591
24/10/2016,0.051591
25/10/2016,0.051591
26/10/2016,0.051591
27/10/2016,0.051591
28/10/2016,0.051591
31/10/2016,0.051591
01/11/2016,0.051591
03/11/2016,0.051591
04/11/2016,0.051591
07/11/2016,0.051591
08/11/2016,0.051591
09/11/2016,0.051591
10/11/2016,0.051591
11/11/2016,0.051591
14/11/2016,0.051591
16/11/2016,0.051591
17/11/2016,0.051591
18/11/2016,0.051591
21/11/2016,0.051591
22/11/2016,0.051591
23/11/2016,0.051591
24/11/2016,0.051591
25/11/2016,0.051591
28/11/2016,0.051591
29/11/2016,0.051591
30/11/2016,0.051591
01/12/2016,0.050718
02/12/2016,0.050718
05/12/2016,0.050718
06/12/2016,0.050718
07/12/2016,0.050718
08/12/2016,0.050718
09/12/2016,0.050718
12/12/2016,0.050718
13/12/2016,0.050718
14/12/2016,0.050718
15/12/2016,0.050718
16/12/2016,0.050718
19/12/2016,0.050718
20/12/2016,0.050718
21/12/2016,0.050718
22/12/2016,0.050718
23/12/2016,0.050718
26/12/2016,0.050718
27/12/2016,0.050718
28/12/2016,0.050718
29/12/2016,0.050718
30/12/2016,0.050718
02/01/2017,0.050718
03/01/2017,0.050718
04/01/2017,0.050718
05/01/2017,0.050718
06/01/2017,0.050718
09/01/2017,0.050718
10/01/2017,0.050718
11/01/2017,0.050718
12/01/2017,0.048089
13/01/2017,0.048089
16/01/2017,0.048089
17/01/2017,0.048089
18/01/2017,0.048089
19/01/2017,0.048089
20/01/2017,0.048089
23/01/2017,0.048089
24/01/2017,0.048089
25/01/2017,0.048089
26/01/2017,0.048089
27/01/2017,0.048089
30/01/2017,0.048089
31/01/2017,0.048089
01/02/2017,0.048089
02/02/2017,0.048089
03/02/2017,0.048089
06/02/2017,0.048089
07/02/2017,0.048089
08/02/2017,0.048089
09/02/2017,0.048089
10/02/2017,0.048089
13/02/2017,0.048089
14/02/2017,0.048089
15/02/2017,0.048089
16/02/2017,0.048089
17/02/2017,0.048089
20/02/2017,0.048089
21/02/2017,0.048089
22/02/2017,0.048089
23/02/2017,0.045442
24/02/2017,0.045442
01/03/2017,0.045442
02/03/2017,0.045442
03/03/2017,0.045442
06/03/2017,0.045442
07/03/2017,0.045442
08/03/2017,0.045442
09/03/2017,0.045442
10/03/2017,0.045442
13/03/2017,0.045442
14/03/2017,0.045442
15/03/2017,0.045442
16/03/2017,0.045442
17/03/2017,0.045442
20/03/2017,0.045442
21/03/2017,0.045442
22/03/2017,0.045442
23/03/2017,0.045442
24/03/2017,0.045442
27/03/2017,0.045442
28/03/2017,0.045442
29/03/2017,0.045442
30/03/2017,0.045442
31/03/2017,0.045442
03/04/2017,0.045442
04/04/2017,0.045442
05/04/2017,0.045442
06/04/2017,0.045442
07/04/2017,0.045442
10/04/2017,0.045442
11/04/2017,0.045442
12/04/2017,0.045442
13/04/2017,0.041886
17/04/2017,0.041886
18/04/2017,0.041886
19/04/2017,0.041886
20/04/2017,0.041886
24/04/2017,0.041886
25/04/2017,0.041886
26/04/2017,0.041886
27/04/2017,0.041886
28/04/2017,0.041886
02/05/2017,0.041886
03/05/2017,0.041886
04/05/2017,0.041886
05/05/2017,0.041886
08/05/2017,0.041886
09/05/2017,0.041886
10/05/2017,0.041886
11/05/2017,0.041886
12/05/2017,0.041886
15/05/2017,0.041886
16/05/2017,0.041886
17/05/2017,0.041886
18/05/2017,0.041886
19/05/2017,0.041886
22/05/2017,0.041886
23/05/2017,0.041886
24/05/2017,0.041886
25/05/2017,0.041886
26/05/2017,0.041886
29/05/2017,0.041886
30/05/2017,0.041886
31/05/2017,0.041886
01/06/2017,0.038334
02/06/2017,0.038334
05/06/2017,0.038334
06/06/2017,0.038334
07/06/2017,0.038334
08/06/2017,0.038334
09/06/2017,0.038334
12/06/2017,0.038334
13/06/2017,0.038334
14/06/2017,0.038334
16/06/2017,0.038334
19/06/2017,0.038334
20/06/2017,0.038334
21/06/2017,0.038334
22/06/2017,0.038334
23/06/2017,0.038334
26/06/2017,0.038334
27/06/2017,0.038334
28/06/2017,0.038334
29/06/2017,0.038334
30/06/2017,0.038334
03/07/2017,0.038334
04/07/2017,0.038334
05/07/2017,0.038334
06/07/2017,0.038334
07/07/2017,0.038334
10/07/2017,0.038334
11/07/2017,0.038334
12/07/2017,0.038334
13/07/2017,0.038334
14/07/2017,0.038334
17/07/2017,0.038334
18/07/2017,0.038334
19/07/2017,0.038334
20/07/2017,0.038334
21/07/2017,0.038334
24/07/2017,0.038334
25/07/2017,0.038334
26/07/2017,0.038334
27/07/2017,0.034713
28/07/2017,0.034713
31/07/2017,0.034713
01/08/2017,0.034713
02/08/2017,0.034713
03/08/2017,0.034713
04/08/2017,0.034713
07/08/2017,0.034713
08/08/2017,0.034713
09/08/2017,0.034713
10/08/2017,0.034713
11/08/2017,0.034713
14/08/2017,0.034713
15/08/2017,0.034713
16/08/2017,0.034713
17/08/2017,0.034713
18/08/2017,0.034713
21/08/2017,0.034713
22/08/2017,0.034713
23/08/2017,0.034713
24/08/2017,0.034713
25/08/2017,0.034713
28/08/2017,0.034713
29/08/2017,0.034713
30/08/2017,0.034713
31/08/2017,0.034713
01/09/2017,0.034713
04/09/2017,0.034713
05/09/2017,0.034713
06/09/2017,0.034713
08/09/2017,0.031059
11/09/2017,0.031059
12/09/2017,0.031059
13/09/2017,0.031059
14/09/2017,0.031059
15/09/2017,0.031059
18/09/2017,0.031059
19/09/2017,0.031059
20/09/2017,0.031059
21/09/2017,0.031059
22/09/2017,0.031059
25/09/2017,0.031059
26/09/2017,0.031059
27/09/2017,0.031059
28/09/2017,0.031059
29/09/2017,0.031059
02/10/2017,0.031059
03/10/2017,0.031059
04/10/2017,0.031059
05/10/2017,0.031059
06/10/2017,0.031059
09/10/2017,0.031059
10/10/2017,0.031059
11/10/2017,0.031059
13/10/2017,0.031059
16/10/2017,0.031059
17/10/2017,0.031059
18/10/2017,0.031059
19/10/2017,0.031059
20/10/2017,0.031059
23/10/2017,0.031059
24/10/2017,0.031059
25/10/2017,0.031059
26/10/2017,0.028296
27/10/2017,0.028296
30/10/2017,0.028296
31/10/2017,0.028296
01/11/2017,0.028296
03/11/2017,0.028296
06/11/2017,0.028296
07/11/2017,0.028296
08/11/2017,0.028296
09/11/2017,0.028296
10/11/2017,0.028296
13/11/2017,0.028296
14/11/2017,0.028296
16/11/2017,0.028296
17/11/2017,0.028296
20/11/2017,0.028296
21/11/2017,0.028296
22/11/2017,0.028296
23/11/2017,0.028296
24/11/2017,0.028296
27/11/2017,0.028296
28/11/2017,0.028296
29/11/2017,0.028296
30/11/2017,0.028296
01/12/2017,0.028296
04/12/2017,0.028296
05/12/2017,0.028296
06/12/2017,0.028296
07/12/2017,0.026444
08/12/2017,0.026444
11/12/2017,0.026444
12/12/2017,0.026444
13/12/2017,0.026444
14/12/2017,0.026444
15/12/2017,0.026444
18/12/2017,0.026444
19/12/2017,0.026444
20/12/2017,0.026444
21/12/2017,0.026444
22/12/2017,0.026444
26/12/2017,0.026444
27/12/2017,0.026444
28/12/2017,0.026444
29/12/2017,0.026444
02/01/2018,0.026444
03/01/2018,0.026444
04/01/2018,0.026444
05/01/2018,0.026444
08/01/2018,0.026444
09/01/2018,0.026444
10/01/2018,0.026444
11/01/2018,0.026444
12/01/2018,0.026444
15/01/2018,0.026444
16/01/2018,0.026444
17/01/2018,0.026444
18/01/2018,0.026444
19/01/2018,0.026444
22/01/2018,0.026444
23/01/2018,0.026444
24/01/2018,0.026444
25/01/2018,0.026444
26/01/2018,0.026444
29/01/2018,0.026444
30/01/2018,0.026444
31/01/2018,0.026444
01/02/2018,0.026444
02/02/2018,0.026444
05/02/2018,0.026444
06/02/2018,0.026444
07/02/2018,0.026444
08/02/2018,0.025515
09/02/2018,0.025515
14/02/2018,0.025515
15/02/2018,0.025515
16/02/2018,0.025515
19/02/2018,0.025515
20/02/2018,0.025515
21/02/2018,0.025515
22/02/2018,0.025515
23/02/2018,0.025515
26/02/2018,0.025515
27/02/2018,0.025515
28/02/2018,0.025515
01/03/2018,0.025515
02/03/2018,0.025515
05/03/2018,0.025515
06/03/2018,0.025515
07/03/2018,0.025515
08/03/2018,0.025515
09/03/2018,0.025515
12/03/2018,0.025515
13/03/2018,0.025515
14/03/2018,0.025515
15/03/2018,0.025515
16/03/2018,0.025515
19/03/2018,0.025515
20/03/2018,0.025515
21/03/2018,0.025515
22/03/2018,0.024583
23/03/2018,0.024583
26/03/2018,0.024583
27/03/2018,0.024583
28/03/2018,0.024583
29/03/2018,0.024583
02/04/2018,0.024583
03/04/2018,0.024583
04/04/2018,0.024583
05/04/2018,0.024583
06/04/2018,0.024583
09/04/2018,0.024583
10/04/2018,0.024583
11/04/2018,0.024583
12/04/2018,0.024583
13/04/2018,0.024583
16/04/2018,0.024583
17/04/2018,0.024583
18/04/2018,0.024583
19/04/2018,0.024583
20/04/2018,0.024583
23/04/2018,0.024583
24/04/2018,0.024583
25/04/2018,0.024583
26/04/2018,0.024583
27/04/2018,0.024583
30/04/2018,0.024583
02/05/2018,0.024583
03/05/2018,0.024583
04/05/2018,0.024583
07/05/2018,0.024583
08/05/2018,0.024583
09/05/2018,0.024583
10/05/2018,0.024583
11/05/2018,0.024583
14/05/2018,0.024583
15/05/2018,0.024583
16/05/2018,0.024583
17/05/2018,0.024583
18/05/2018,0.024583
21/05/2018,0.024583
22/05/2018,0.024583
23/05/2018,0.024583
24/05/2018,0.024583
25/05/2018,0.024583
28/05/2018,0.024583
29/05/2018,0.024583
30/05/2018,0.024583
01/06/2018,0.024583
04/06/2018,0.024583
05/06/2018,0.024583
06/06/2018,0.024583
07/06/2018,0.024583
08/06/2018,0.024583
11/06/2018,0.024583
12/06/2018,0.024583
13/06/2018,0.024583
14/06/2018,0.024583
15/06/2018,0.024583
18/06/2018,0.024583
19/06/2018,0.024583
20/06/2018,0.024583
21/06/2018,0.024583
22/06/2018,0.024583
25/06/2018,0.024583
26/06/2018,0.024583
27/06/2018,0.024583
28/06/2018,0.024583
29/06/2018,0.024583
02/07/2018,0.024583
03/07/2018,0.024583
04/07/2018,0.024583
05/07/2018,0.024583
06/07/2018,0.024583
09/07/2018,0.024583
10/07/2018,0.024583
11/07/2018,0.024583
12/07/2018,0.024583
13/07/2018,0.024583
16/07/2018,0.024583
17/07/2018,0.024583
18/07/2018,0.024583
19/07/2018,0.024583
20/07/2018,0.024583
23/07/2018,0.024583
24/07/2018,0.024583
25/07/2018,0.024583
26/07/2018,0.024583
27/07/2018,0.024583
30/07/2018,0.024583
31/07/2018,0.024583
01/08/2018,0.024583
02/08/2018,0.024583
03/08/2018,0.024583
06/08/2018,0.024583
07/08/2018,0.024583
08/08/2018,0.024583
09/08/2018,0.024583
10/08/2018,0.024583
13/08/2018,0.024583
14/08/2018,0.024583
15/08/2018,0.024583
16/08/2018,0.024583
17/08/2018,0.024583
20/08/2018,0.024583
21/08/2018,0.024583
22/08/2018,0.024583
23/08/2018,0.024583
24/08/2018,0.024583
27/08/2018,0.024583
28/08/2018,0.024583
29/08/2018,0.024583
30/08/2018,0.024583
31/08/2018,0.024583
03/09/2018,0.024583
04/09/2018,0.024583
05/09/2018,0.024583
06/09/2018,0.024583
10/09/2018,0.024583
11/09/2018,0.024583
12/09/2018,0.024583
13/09/2018,0.024583
14/09/2018,0.024583
17/09/2018,0.024583
18/09/2018,0.024583
19/09/2018,0.024583
20/09/2018,0.024583
21/09/2018,0.024583
24/09/2018,0.024583
25/09/2018,0.024583
26/09/2018,0.024583
27/09/2018,0.024583
28/09/2018,0.024583
01/10/2018,0.024620
02/10/2018,0.024620
03/10/2018,0.024620
04/10/2018,0.024620
05/10/2018,0.024620
08/10/2018,0.024620
09/10/2018,0.024620
10/10/2018,0.024620
11/10/2018,0.024620
15/10/2018,0.024620
16/10/2018,0.024620
17/10/2018,0.024620
18/10/2018,0.024620
19/10/2018,0.024620
22/10/2018,0.024620
23/10/2018,0.024620
24/10/2018,0.024620
25/10/2018,0.024620
26/10/2018,0.024620
29/10/2018,0.024620
30/10/2018,0.024620
31/10/2018,0.024620
01/11/2018,0.024620
05/11/2018,0.024620
06/11/2018,0.024620
07/11/2018,0.024620
08/11/2018,0.024620
09/11/2018,0.024620
12/11/2018,0.024620
13/11/2018,0.024620
14/11/2018,0.024620
16/11/2018,0.024620
19/11/2018,0.024620
20/11/2018,0.024620
21/11/2018,0.024620
22/11/2018,0.024620
23/11/2018,0.024620
26/11/2018,0.024620
27/11/2018,0.024620
28/11/2018,0.024620
29/11/2018,0.024620
30/11/2018,0.024620
03/12/2018,0.024620
04/12/2018,0.024620
05/12/2018,0.024620
06/12/2018,0.024620
07/12/2018,0.024620
10/12/2018,0.024620
11/12/2018,0.024620
12/12/2018,0.024620
13/12/2018,0.024620
14/12/2018,0.024620
17/12/2018,0.024620
18/12/2018,0.024620
19/12/2018,0.024620
20/12/2018,0.024620
21/12/2018,0.024620
24/12/2018,0.024620
26/12/2018,0.024620
27/12/2018,0.024620
28/12/2018,0.024620
31/12/2018,0.024620
02/01/2019,0.024620
03/01/2019,0.024620
04/01/2019,0.024620
07/01/2019,0.024620
08/01/2019,0.024620
09/01/2019,0.024620
10/01/2019,0.024620
11/01/2019,0.024620
14/01/2019,0.024620
15/01/2019,0.024620
16/01/2019,0.024620
17/01/2019,0.024620
18/01/2019,0.024620
21/01/2019,0.024620
22/01/2019,0.024620
23/01/2019,0.024620
24/01/2019,0.024620
25/01/2019,0.024620
28/01/2019,0.024620
29/01/2019,0.024620
30/01/2019,0.024620
31/01/2019,0.024620
01/02/2019,0.024620
04/02/2019,0.024620
05/02/2019,0.024620
06/02/2019,0.024620
07/02/2019,0.024620
08/02/2019,0.024620
11/02/2019,0.024620
12/02/2019,0.024620
13/02/2019,0.024620
14/02/2019,0.024620
15/02/2019,0.024620
18/02/2019,0.024620
19/02/2019,0.024620
20/02/2019,0.024620
21/02/2019,0.024620
22/02/2019,0.024620
25/02/2019,0.024620
26/02/2019,0.024620
27/02/2019,0.024620
28/02/2019,0.024620
01/03/2019,0.024620
06/03/2019,0.024620
07/03/2019,0.024620
08/03/2019,0.024620
11/03/2019,0.024620
12/03/2019,0.024620
13/03/2019,0.024620
14/03/2019,0.024620
15/03/2019,0.024620
18/03/2019,0.024620
19/03/2019,0.024620
20/03/2019,0.024620
21/03/2019,0.024620
22/03/2019,0.024620
25/03/2019,0.024620
26/03/2019,0.024620
27/03/2019,0.024620
28/03/2019,0.024620
29/03/2019,0.024620
01/04/2019,0.024620
02/04/2019,0.024620
03/04/2019,0.024620
04/04/2019,0.024620
05/04/2019,0.024620
08/04/2019,0.024620
09/04/2019,0.024620
10/04/2019,0.024620
11/04/2019,0.024620
12/04/2019,0.024620
15/04/2019,0.024620
16/04/2019,0.024620
17/04/2019,0.024620
18/04/2019,0.024620
22/04/2019,0.024620
23/04/2019,0.024620
24/04/2019,0.024620
25/04/2019,0.024620
26/04/2019,0.024620
29/04/2019,0.024620
30/04/2019,0.024620
02/05/2019,0.024620
03/05/2019,0.024620
06/05/2019,0.024620
07/05/2019,0.024620
08/05/2019,0.024620
09/05/2019,0.024620
10/05/2019,0.024620
13/05/2019,0.024620
14/05/2019,0.024620
15/05/2019,0.024620
16/05/2019,0.024620
17/05/2019,0.024620
20/05/2019,0.024620
21/05/2019,0.024620
22/05/2019,0.024620
23/05/2019,0.024620
24/05/2019,0.024620
27/05/2019,0.024620
28/05/2019,0.024620
29/05/2019,0.024620
30/05/2019,0.024620
31/05/2019,0.024620
03/06/2019,0.024620
04/06/2019,0.024620
05/06/2019,0.024620
06/06/2019,0.024620
07/06/2019,0.024620
10/06/2019,0.024620
11/06/2019,0.024620
12/06/2019,0.024620
13/06/2019,0.024620
14/06/2019,0.024620
17/06/2019,0.024620
18/06/2019,0.024620
19/06/2019,0.024620
21/06/2019,0.024620
24/06/2019,0.024620
25/06/2019,0.024620
26/06/2019,0.024620
27/06/2019,0.024620
28/06/2019,0.024620
01/07/2019,0.024620
02/07/2019,0.024620
03/07/2019,0.024620
04/07/2019,0.024620
05/07/2019,0.024620
08/07/2019,0.024620
09/07/2019,0.024620
10/07/2019,0.024620
11/07/2019,0.024620
12/07/2019,0.024620
15/07/2019,0.024620
16/07/2019,0.024620
17/07/2019,0.024620
18/07/2019,0.024620
19/07/2019,0.024620
22/07/2019,0.024620
23/07/2019,0.024620
24/07/2019,0.024620
25/07/2019,0.024620
26/07/2019,0.024620
29/07/2019,0.024620
30/07/2019,0.024620
31/07/2019,0.024620
01/08/2019,0.022751
02/08/2019,0.022751
05/08/2019,0.022751
06/08/2019,0.022751
07/08/2019,0.022751
08/08/2019,0.022751
09/08/2019,0.022751
12/08/2019,0.022751
13/08/2019,0.022751
14/08/2019,0.022751
15/08/2019,0.022751
16/08/2019,0.022751
19/08/2019,0.022751
20/08/2019,0.022751
21/08/2019,0.022751
22/08/2019,0.022751
23/08/2019,0.022751
26/08/2019,0.022751
27/08/2019,0.022751
28/08/2019,0.022751
29/08/2019,0.022751
30/08/2019,0.022751
02/09/2019,0.022751
03/09/2019,0.022751
04/09/2019,0.022751
05/09/2019,0.022751
06/09/2019,0.022751
09/09/2019,0.022751
10/09/2019,0.022751
11/09/2019,0.022751
12/09/2019,0.022751
13/09/2019,0.022751
16/09/2019,0.022751
17/09/2019,0.022751
18/09/2019,0.022751
19/09/2019,0.020872
20/09/2019,0.020872
23/09/2019,0.020872
24/09/2019,0.020872
25/09/2019,0.020872
26/09/2019,0.020872
27/09/2019,0.020872
30/09/2019,0.020872
01/10/2019,0.020872
02/10/2019,0.020872
03/10/2019,0.020872
04/10/2019,0.020872
07/10/2019,0.020872
08/10/2019,0.020872
09/10/2019,0.020872
10/10/2019,0.020872
11/10/2019,0.020872
14/10/2019,0.020872
15/10/2019,0.020872
16/10/2019,0.020872
17/10/2019,0.020872
18/10/2019,0.020872
21/10/2019,0.020872
22/10/2019,0.020872
23/10/2019,0.020872
24/10/2019,0.020872
25/10/2019,0.020872
28/10/2019,0.020872
29/10/2019,0.020872
30/10/2019,0.020872
31/10/2019,0.018985
01/11/2019,0.018985
04/11/2019,0.018985
05/11/2019,0.018985
06/11/2019,0.018985
07/11/2019,0.018985
08/11/2019,0.018985
11/11/2019,0.018985
12/11/2019,0.018985
13/11/2019,0.018985
14/11/2019,0.018985
18/11/2019,0.018985
19/11/2019,0.018985
20/11/2019,0.018985
21/11/2019,0.018985
22/11/2019,0.018985
25/11/2019,0.018985
26/11/2019,0.018985
27/11/2019,0.018985
28/11/2019,0.018985
29/11/2019,0.018985
02/12/2019,0.018985
03/12/2019,0.018985
04/12/2019,0.018985
05/12/2019,0.018985
06/12/2019,0.018985
09/12/2019,0.018985
10/12/2019,0.018985
11/12/2019,0.018985
12/12/2019,0.017089
13/12/2019,0.017089
16/12/2019,0.017089
17/12/2019,0.017089
18/12/2019,0.017089
19/12/2019,0.017089
20/12/2019,0.017089
23/12/2019,0.017089
24/12/2019,0.017089
26/12/2019,0.017089
27/12/2019,0.017089
30/12/2019,0.017089
31/12/2019,0.017089
02/01/2020,0.017089
03/01/2020,0.017089
06/01/2020,0.017089
07/01/2020,0.017089
08/01/2020,0.017089
09/01/2020,0.017089
10/01/2020,0.017089
13/01/2020,0.017089
14/01/2020,0.017089
15/01/2020,0.017089
16/01/2020,0.017089
17/01/2020,0.017089
